X,Y,Secondary
88.50000,20.50000,-0.19231
89.50000,20.50000,0.28232
90.50000,20.50000,0.28705
91.50000,20.50000,0.60451
92.50000,20.50000,1.18406
93.50000,20.50000,1.41998
94.50000,20.50000,1.46774
95.50000,20.50000,1.15169
96.50000,20.50000,1.52979
97.50000,20.50000,1.61621
98.50000,20.50000,1.82020
99.50000,20.50000,1.44916
0.50000,21.50000,-1.18868
1.50000,21.50000,-1.40494
2.50000,21.50000,-1.39804
3.50000,21.50000,-1.47282
4.50000,21.50000,-1.57063
5.50000,21.50000,-1.47950
6.50000,21.50000,-1.55094
7.50000,21.50000,-1.51222
8.50000,21.50000,-1.50044
9.50000,21.50000,-0.71770
10.50000,21.50000,-0.93193
11.50000,21.50000,-0.83340
12.50000,21.50000,-0.60808
13.50000,21.50000,-0.47554
14.50000,21.50000,-0.51680
15.50000,21.50000,-0.46213
16.50000,21.50000,-0.11975
17.50000,21.50000,-0.23919
18.50000,21.50000,-0.06958
19.50000,21.50000,-0.00714
20.50000,21.50000,-0.33955
21.50000,21.50000,-0.26438
22.50000,21.50000,-0.24034
23.50000,21.50000,-0.34777
24.50000,21.50000,-0.48491
25.50000,21.50000,-0.49877
26.50000,21.50000,-0.35674
27.50000,21.50000,-0.24844
28.50000,21.50000,-0.14037
29.50000,21.50000,-0.19284
30.50000,21.50000,-0.22419
31.50000,21.50000,-0.40527
32.50000,21.50000,0.08740
33.50000,21.50000,-0.54381
34.50000,21.50000,-0.65736
35.50000,21.50000,-0.77598
36.50000,21.50000,-0.58631
37.50000,21.50000,-0.61742
38.50000,21.50000,-0.69253
39.50000,21.50000,-0.69422
40.50000,21.50000,-0.98281
41.50000,21.50000,-1.27957
42.50000,21.50000,-1.46144
43.50000,21.50000,-1.41064
44.50000,21.50000,-1.56873
45.50000,21.50000,-1.56345
46.50000,21.50000,-1.59464
47.50000,21.50000,-1.62073
48.50000,21.50000,-1.76147
49.50000,21.50000,-1.82955
50.50000,21.50000,-1.77265
51.50000,21.50000,-1.67342
52.50000,21.50000,-1.63176
53.50000,21.50000,-1.76747
54.50000,21.50000,-1.73201
55.50000,21.50000,-1.87193
56.50000,21.50000,-1.65455
57.50000,21.50000,-1.46821
58.50000,21.50000,-1.91565
59.50000,21.50000,-2.10584
60.50000,21.50000,-2.09869
61.50000,21.50000,-2.31214
62.50000,21.50000,-2.14822
63.50000,21.50000,-1.70888
64.50000,21.50000,-1.51864
65.50000,21.50000,-1.54765
66.50000,21.50000,-1.47132
67.50000,21.50000,-1.68391
68.50000,21.50000,-1.61573
69.50000,21.50000,-1.73083
70.50000,21.50000,-1.62422
71.50000,21.50000,-1.19247
72.50000,21.50000,-1.26706
73.50000,21.50000,-1.45344
74.50000,21.50000,-1.08799
75.50000,21.50000,-0.99962
76.50000,21.50000,-1.13800
77.50000,21.50000,-1.21622
78.50000,21.50000,-1.30901
79.50000,21.50000,-1.10438
80.50000,21.50000,-1.03403
81.50000,21.50000,-0.79174
82.50000,21.50000,-0.94126
83.50000,21.50000,-0.90305
84.50000,21.50000,-0.97072
85.50000,21.50000,-0.92131
86.50000,21.50000,-0.89118
87.50000,21.50000,-0.67524
88.50000,21.50000,-0.24601
89.50000,21.50000,-0.04265
90.50000,21.50000,0.37243
91.50000,21.50000,0.76440
92.50000,21.50000,1.14682
93.50000,21.50000,1.00251
94.50000,21.50000,0.63501
95.50000,21.50000,1.14381
96.50000,21.50000,1.32605
97.50000,21.50000,1.58403
98.50000,21.50000,1.80699
99.50000,21.50000,1.70561
0.50000,22.50000,-0.93372
1.50000,22.50000,-0.96058
2.50000,22.50000,-0.91156
3.50000,22.50000,-0.99679
4.50000,22.50000,-1.05339
5.50000,22.50000,-1.52719
6.50000,22.50000,-1.23786
7.50000,22.50000,-1.19474
8.50000,22.50000,-1.06264
9.50000,22.50000,-1.17731
10.50000,22.50000,-0.73732
11.50000,22.50000,-0.64888
12.50000,22.50000,-0.50344
13.50000,22.50000,-0.47121
14.50000,22.50000,-0.63421
15.50000,22.50000,-0.38534
16.50000,22.50000,-0.48671
17.50000,22.50000,-0.37681
18.50000,22.50000,-0.19213
19.50000,22.50000,-0.35966
20.50000,22.50000,-0.60925
21.50000,22.50000,-0.38559
22.50000,22.50000,-0.55311
23.50000,22.50000,-0.46977
24.50000,22.50000,-0.43317
25.50000,22.50000,-0.31460
26.50000,22.50000,-0.37989
27.50000,22.50000,-0.24754
28.50000,22.50000,-0.25778
29.50000,22.50000,-0.37623
30.50000,22.50000,-0.75427
31.50000,22.50000,-0.46226
32.50000,22.50000,-0.41972
33.50000,22.50000,-0.46503
34.50000,22.50000,-0.54394
35.50000,22.50000,-0.59327
36.50000,22.50000,-0.26710
37.50000,22.50000,-0.78296
38.50000,22.50000,-1.15164
39.50000,22.50000,-1.04880
40.50000,22.50000,-1.40362
41.50000,22.50000,-1.31369
42.50000,22.50000,-1.51144
43.50000,22.50000,-1.48135
44.50000,22.50000,-1.81815
45.50000,22.50000,-1.62636
46.50000,22.50000,-1.61479
47.50000,22.50000,-1.94419
48.50000,22.50000,-2.12887
49.50000,22.50000,-1.99753
50.50000,22.50000,-2.06647
51.50000,22.50000,-1.83574
52.50000,22.50000,-1.80092
53.50000,22.50000,-1.68088
54.50000,22.50000,-1.76026
55.50000,22.50000,-1.58770
56.50000,22.50000,-1.60805
57.50000,22.50000,-2.01053
58.50000,22.50000,-2.22446
59.50000,22.50000,-2.58611
60.50000,22.50000,-2.49776
61.50000,22.50000,-2.56703
62.50000,22.50000,-2.28210
63.50000,22.50000,-1.86640
64.50000,22.50000,-1.68688
65.50000,22.50000,-1.56441
66.50000,22.50000,-1.32380
67.50000,22.50000,-1.50175
68.50000,22.50000,-1.58050
69.50000,22.50000,-1.87764
70.50000,22.50000,-2.02360
71.50000,22.50000,-1.77743
72.50000,22.50000,-1.68931
73.50000,22.50000,-1.53955
74.50000,22.50000,-1.13398
75.50000,22.50000,-1.11246
76.50000,22.50000,-0.71406
77.50000,22.50000,-1.08534
78.50000,22.50000,-0.84189
79.50000,22.50000,-0.83295
80.50000,22.50000,-0.65786
81.50000,22.50000,-0.64992
82.50000,22.50000,-0.92605
83.50000,22.50000,-1.04250
84.50000,22.50000,-0.92145
85.50000,22.50000,-1.03423
86.50000,22.50000,-0.71357
87.50000,22.50000,-0.29679
88.50000,22.50000,-0.21605
89.50000,22.50000,-0.07136
90.50000,22.50000,0.09506
91.50000,22.50000,0.76291
92.50000,22.50000,0.69337
93.50000,22.50000,0.72516
94.50000,22.50000,0.88428
95.50000,22.50000,0.94754
96.50000,22.50000,1.25292
97.50000,22.50000,1.36381
98.50000,22.50000,1.79049
99.50000,22.50000,1.47480
0.50000,23.50000,-0.37333
1.50000,23.50000,-0.63432
2.50000,23.50000,-0.55341
3.50000,23.50000,-0.95461
4.50000,23.50000,-1.02735
5.50000,23.50000,-0.89081
6.50000,23.50000,-1.08229
7.50000,23.50000,-0.98579
8.50000,23.50000,-0.81278
9.50000,23.50000,-0.83935
10.50000,23.50000,-0.42992
11.50000,23.50000,-0.53310
12.50000,23.50000,-0.51887
13.50000,23.50000,-0.53152
14.50000,23.50000,-0.30803
15.50000,23.50000,-0.70818
16.50000,23.50000,-0.46400
17.50000,23.50000,-0.48785
18.50000,23.50000,-0.36584
19.50000,23.50000,-0.45509
20.50000,23.50000,-0.49401
21.50000,23.50000,-0.22122
22.50000,23.50000,-0.14847
23.50000,23.50000,-0.27395
24.50000,23.50000,-0.36488
25.50000,23.50000,-0.57149
26.50000,23.50000,-0.38730
27.50000,23.50000,-0.49195
28.50000,23.50000,-0.01669
29.50000,23.50000,-0.19470
30.50000,23.50000,-0.54456
31.50000,23.50000,-0.05041
32.50000,23.50000,-0.19338
33.50000,23.50000,-0.42067
34.50000,23.50000,-0.47199
35.50000,23.50000,-0.56315
36.50000,23.50000,-0.65051
37.50000,23.50000,-0.86803
38.50000,23.50000,-0.99290
39.50000,23.50000,-1.04907
40.50000,23.50000,-1.06139
41.50000,23.50000,-1.09462
42.50000,23.50000,-1.55944
43.50000,23.50000,-1.86157
44.50000,23.50000,-1.70657
45.50000,23.50000,-1.88677
46.50000,23.50000,-1.92519
47.50000,23.50000,-2.08756
48.50000,23.50000,-2.10427
49.50000,23.50000,-2.54038
50.50000,23.50000,-2.25939
51.50000,23.50000,-2.09186
52.50000,23.50000,-1.78055
53.50000,23.50000,-1.71619
54.50000,23.50000,-1.64543
55.50000,23.50000,-1.50382
56.50000,23.50000,-1.78769
57.50000,23.50000,-1.76989
58.50000,23.50000,-2.38096
59.50000,23.50000,-2.59721
60.50000,23.50000,-2.76612
61.50000,23.50000,-2.72388
62.50000,23.50000,-2.62672
63.50000,23.50000,-2.35927
64.50000,23.50000,-2.04038
65.50000,23.50000,-1.76830
66.50000,23.50000,-1.68063
67.50000,23.50000,-1.88808
68.50000,23.50000,-1.97204
69.50000,23.50000,-1.76909
70.50000,23.50000,-1.74973
71.50000,23.50000,-1.88902
72.50000,23.50000,-1.63127
73.50000,23.50000,-1.58074
74.50000,23.50000,-1.18886
75.50000,23.50000,-1.11653
76.50000,23.50000,-0.94233
77.50000,23.50000,-0.65397
78.50000,23.50000,-0.62501
79.50000,23.50000,-0.83615
80.50000,23.50000,-0.83957
81.50000,23.50000,-0.74606
82.50000,23.50000,-0.94250
83.50000,23.50000,-1.07782
84.50000,23.50000,-0.94393
85.50000,23.50000,-0.76965
86.50000,23.50000,-0.45084
87.50000,23.50000,-0.33030
88.50000,23.50000,-0.34798
89.50000,23.50000,-0.10672
90.50000,23.50000,0.31332
91.50000,23.50000,0.40905
92.50000,23.50000,0.59431
93.50000,23.50000,0.72650
94.50000,23.50000,0.78617
95.50000,23.50000,0.76916
96.50000,23.50000,1.01714
97.50000,23.50000,1.12839
98.50000,23.50000,1.44226
99.50000,23.50000,1.67712
0.50000,24.50000,-0.48801
1.50000,24.50000,-0.52380
2.50000,24.50000,-0.46594
3.50000,24.50000,-0.49174
4.50000,24.50000,-0.17668
5.50000,24.50000,-0.44556
6.50000,24.50000,-0.61820
7.50000,24.50000,-0.52449
8.50000,24.50000,-0.26314
9.50000,24.50000,-0.16898
10.50000,24.50000,-0.02497
11.50000,24.50000,-0.13644
12.50000,24.50000,-0.28663
13.50000,24.50000,-0.32347
14.50000,24.50000,-0.34372
15.50000,24.50000,-0.59289
16.50000,24.50000,-0.48908
17.50000,24.50000,-0.45710
18.50000,24.50000,-0.66759
19.50000,24.50000,-0.58929
20.50000,24.50000,-0.50365
21.50000,24.50000,-0.71118
22.50000,24.50000,-0.26157
23.50000,24.50000,-0.16892
24.50000,24.50000,-0.27842
25.50000,24.50000,-0.33362
26.50000,24.50000,-0.18759
27.50000,24.50000,-0.24361
28.50000,24.50000,-0.07602
29.50000,24.50000,-0.13678
30.50000,24.50000,0.22794
31.50000,24.50000,-0.02923
32.50000,24.50000,-0.36527
33.50000,24.50000,-0.33953
34.50000,24.50000,-0.11589
35.50000,24.50000,-0.31643
36.50000,24.50000,-0.37073
37.50000,24.50000,-0.59272
38.50000,24.50000,-0.77137
39.50000,24.50000,-1.17065
40.50000,24.50000,-1.52540
41.50000,24.50000,-1.58708
42.50000,24.50000,-1.68313
43.50000,24.50000,-1.96767
44.50000,24.50000,-2.06423
45.50000,24.50000,-2.19767
46.50000,24.50000,-2.44714
47.50000,24.50000,-2.32374
48.50000,24.50000,-2.36745
49.50000,24.50000,-2.60936
50.50000,24.50000,-2.31187
51.50000,24.50000,-2.02494
52.50000,24.50000,-2.01526
53.50000,24.50000,-1.82256
54.50000,24.50000,-1.88278
55.50000,24.50000,-1.91575
56.50000,24.50000,-1.94082
57.50000,24.50000,-2.00290
58.50000,24.50000,-2.16044
59.50000,24.50000,-2.40764
60.50000,24.50000,-2.56241
61.50000,24.50000,-2.60793
62.50000,24.50000,-2.97233
63.50000,24.50000,-2.57358
64.50000,24.50000,-2.34703
65.50000,24.50000,-2.05603
66.50000,24.50000,-1.86765
67.50000,24.50000,-1.44972
68.50000,24.50000,-1.53531
69.50000,24.50000,-1.68486
70.50000,24.50000,-1.92424
71.50000,24.50000,-1.64444
72.50000,24.50000,-1.58398
73.50000,24.50000,-1.54673
74.50000,24.50000,-1.22579
75.50000,24.50000,-1.03973
76.50000,24.50000,-0.87447
77.50000,24.50000,-1.04300
78.50000,24.50000,-0.91723
79.50000,24.50000,-1.01425
80.50000,24.50000,-1.04157
81.50000,24.50000,-0.94420
82.50000,24.50000,-1.07855
83.50000,24.50000,-1.04920
84.50000,24.50000,-1.21931
85.50000,24.50000,-0.96461
86.50000,24.50000,-0.70003
87.50000,24.50000,-0.49465
88.50000,24.50000,-0.05739
89.50000,24.50000,0.03010
90.50000,24.50000,-0.12304
91.50000,24.50000,0.02261
92.50000,24.50000,0.45525
93.50000,24.50000,0.47803
94.50000,24.50000,0.80027
95.50000,24.50000,1.01936
96.50000,24.50000,1.24900
97.50000,24.50000,1.36047
98.50000,24.50000,1.42764
99.50000,24.50000,1.32463
0.50000,25.50000,-0.19456
1.50000,25.50000,-0.32014
2.50000,25.50000,-0.34521
3.50000,25.50000,0.04992
4.50000,25.50000,-0.24664
5.50000,25.50000,-0.15631
6.50000,25.50000,-0.22734
7.50000,25.50000,-0.40736
8.50000,25.50000,-0.30251
9.50000,25.50000,-0.01614
10.50000,25.50000,0.16856
11.50000,25.50000,-0.21648
12.50000,25.50000,-0.29348
13.50000,25.50000,-0.27221
14.50000,25.50000,-0.18279
15.50000,25.50000,-0.40560
16.50000,25.50000,-0.52640
17.50000,25.50000,-0.65622
18.50000,25.50000,-0.67517
19.50000,25.50000,-0.73305
20.50000,25.50000,-0.55795
21.50000,25.50000,-0.82749
22.50000,25.50000,-0.47884
23.50000,25.50000,-0.36522
24.50000,25.50000,-0.61040
25.50000,25.50000,-0.62008
26.50000,25.50000,-0.43415
27.50000,25.50000,-0.38742
28.50000,25.50000,-0.47767
29.50000,25.50000,-0.64531
30.50000,25.50000,-0.40207
31.50000,25.50000,-0.07282
32.50000,25.50000,-0.11369
33.50000,25.50000,-0.49201
34.50000,25.50000,-0.27980
35.50000,25.50000,-0.30779
36.50000,25.50000,-0.57496
37.50000,25.50000,-0.73081
38.50000,25.50000,-0.64157
39.50000,25.50000,-1.03379
40.50000,25.50000,-1.51965
41.50000,25.50000,-1.61776
42.50000,25.50000,-1.57696
43.50000,25.50000,-1.64083
44.50000,25.50000,-2.05985
45.50000,25.50000,-1.97294
46.50000,25.50000,-2.10347
47.50000,25.50000,-2.13097
48.50000,25.50000,-2.44636
49.50000,25.50000,-2.60175
50.50000,25.50000,-2.56418
51.50000,25.50000,-2.12518
52.50000,25.50000,-1.78651
53.50000,25.50000,-1.67837
54.50000,25.50000,-1.82388
55.50000,25.50000,-2.26928
56.50000,25.50000,-2.29826
57.50000,25.50000,-2.46163
58.50000,25.50000,-2.51457
59.50000,25.50000,-2.82066
60.50000,25.50000,-3.10453
61.50000,25.50000,-2.87779
62.50000,25.50000,-2.80174
63.50000,25.50000,-2.63077
64.50000,25.50000,-2.70932
65.50000,25.50000,-2.20765
66.50000,25.50000,-1.99781
67.50000,25.50000,-1.93087
68.50000,25.50000,-2.04314
69.50000,25.50000,-2.27059
70.50000,25.50000,-2.12536
71.50000,25.50000,-2.23269
72.50000,25.50000,-1.96088
73.50000,25.50000,-1.46224
74.50000,25.50000,-1.15380
75.50000,25.50000,-1.00804
76.50000,25.50000,-0.69191
77.50000,25.50000,-0.97176
78.50000,25.50000,-0.61040
79.50000,25.50000,-0.70737
80.50000,25.50000,-0.83494
81.50000,25.50000,-0.96544
82.50000,25.50000,-1.10893
83.50000,25.50000,-1.31164
84.50000,25.50000,-1.05440
85.50000,25.50000,-0.79706
86.50000,25.50000,-0.56044
87.50000,25.50000,-0.31550
88.50000,25.50000,-0.40307
89.50000,25.50000,-0.14138
90.50000,25.50000,0.10189
91.50000,25.50000,0.15883
92.50000,25.50000,0.13601
93.50000,25.50000,0.17371
94.50000,25.50000,0.47560
95.50000,25.50000,0.85374
96.50000,25.50000,0.98859
97.50000,25.50000,0.89775
98.50000,25.50000,1.04466
99.50000,25.50000,1.26582
0.50000,26.50000,0.23144
1.50000,26.50000,-0.05909
2.50000,26.50000,0.08227
3.50000,26.50000,0.11762
4.50000,26.50000,0.21500
5.50000,26.50000,0.06161
6.50000,26.50000,0.09382
7.50000,26.50000,0.02035
8.50000,26.50000,-0.18935
9.50000,26.50000,-0.12815
10.50000,26.50000,-0.08742
11.50000,26.50000,-0.16769
12.50000,26.50000,0.01841
13.50000,26.50000,-0.23967
14.50000,26.50000,-0.34889
15.50000,26.50000,-0.41776
16.50000,26.50000,-0.57054
17.50000,26.50000,-0.79744
18.50000,26.50000,-0.65191
19.50000,26.50000,-0.68661
20.50000,26.50000,-0.67707
21.50000,26.50000,-0.69970
22.50000,26.50000,-0.72838
23.50000,26.50000,-0.63833
24.50000,26.50000,-0.65845
25.50000,26.50000,-0.84640
26.50000,26.50000,-0.65256
27.50000,26.50000,-0.58797
28.50000,26.50000,-0.44780
29.50000,26.50000,-0.69201
30.50000,26.50000,-0.53086
31.50000,26.50000,-0.53370
32.50000,26.50000,-0.41383
33.50000,26.50000,-0.57287
34.50000,26.50000,-0.37222
35.50000,26.50000,-0.31932
36.50000,26.50000,-0.47714
37.50000,26.50000,-0.57467
38.50000,26.50000,-0.72264
39.50000,26.50000,-1.12929
40.50000,26.50000,-1.33505
41.50000,26.50000,-1.53821
42.50000,26.50000,-1.41159
43.50000,26.50000,-1.61833
44.50000,26.50000,-1.51601
45.50000,26.50000,-2.03634
46.50000,26.50000,-1.93114
47.50000,26.50000,-1.98137
48.50000,26.50000,-2.05716
49.50000,26.50000,-2.08098
50.50000,26.50000,-2.13679
51.50000,26.50000,-1.85577
52.50000,26.50000,-1.74890
53.50000,26.50000,-1.66577
54.50000,26.50000,-1.88496
55.50000,26.50000,-2.18736
56.50000,26.50000,-2.54855
57.50000,26.50000,-2.62331
58.50000,26.50000,-2.45548
59.50000,26.50000,-2.64775
60.50000,26.50000,-2.89793
61.50000,26.50000,-2.87940
62.50000,26.50000,-3.12225
63.50000,26.50000,-2.65660
64.50000,26.50000,-2.48723
65.50000,26.50000,-2.30962
66.50000,26.50000,-2.36508
67.50000,26.50000,-2.31302
68.50000,26.50000,-2.25534
69.50000,26.50000,-2.09968
70.50000,26.50000,-1.89625
71.50000,26.50000,-1.92974
72.50000,26.50000,-1.84667
73.50000,26.50000,-1.60373
74.50000,26.50000,-1.55681
75.50000,26.50000,-1.33053
76.50000,26.50000,-1.60263
77.50000,26.50000,-1.17545
78.50000,26.50000,-1.18216
79.50000,26.50000,-0.99332
80.50000,26.50000,-1.03641
81.50000,26.50000,-1.18485
82.50000,26.50000,-0.86278
83.50000,26.50000,-0.82711
84.50000,26.50000,-0.89184
85.50000,26.50000,-0.83033
86.50000,26.50000,-0.58699
87.50000,26.50000,-0.61178
88.50000,26.50000,-0.54424
89.50000,26.50000,-0.43534
90.50000,26.50000,-0.18756
91.50000,26.50000,-0.25274
92.50000,26.50000,-0.29384
93.50000,26.50000,0.10123
94.50000,26.50000,0.38817
95.50000,26.50000,0.51429
96.50000,26.50000,0.92022
97.50000,26.50000,1.06503
98.50000,26.50000,0.98772
99.50000,26.50000,0.77160
0.50000,27.50000,0.25949
1.50000,27.50000,0.22722
2.50000,27.50000,0.21438
3.50000,27.50000,0.33129
4.50000,27.50000,0.01313
5.50000,27.50000,-0.17320
6.50000,27.50000,-0.07838
7.50000,27.50000,-0.16869
8.50000,27.50000,-0.37694
9.50000,27.50000,-0.31386
10.50000,27.50000,-0.60192
11.50000,27.50000,-0.46972
12.50000,27.50000,-0.25230
13.50000,27.50000,-0.23698
14.50000,27.50000,-0.29955
15.50000,27.50000,-0.19719
16.50000,27.50000,-0.32697
17.50000,27.50000,-0.64529
18.50000,27.50000,-0.40747
19.50000,27.50000,-0.39358
20.50000,27.50000,-0.73343
21.50000,27.50000,-1.05509
22.50000,27.50000,-0.86290
23.50000,27.50000,-0.60073
24.50000,27.50000,-0.47318
25.50000,27.50000,-0.39913
26.50000,27.50000,-0.48655
27.50000,27.50000,-0.28221
28.50000,27.50000,-0.50909
29.50000,27.50000,-0.68633
30.50000,27.50000,-0.85518
31.50000,27.50000,-0.91055
32.50000,27.50000,-0.72635
33.50000,27.50000,-0.68124
34.50000,27.50000,-0.56648
35.50000,27.50000,-0.36276
36.50000,27.50000,-0.25799
37.50000,27.50000,-0.25589
38.50000,27.50000,-0.51742
39.50000,27.50000,-0.49707
40.50000,27.50000,-0.77979
41.50000,27.50000,-1.15079
42.50000,27.50000,-1.59307
43.50000,27.50000,-2.20589
44.50000,27.50000,-2.01745
45.50000,27.50000,-1.97623
46.50000,27.50000,-1.87261
47.50000,27.50000,-1.81834
48.50000,27.50000,-1.77118
49.50000,27.50000,-1.87285
50.50000,27.50000,-1.62045
51.50000,27.50000,-1.57511
52.50000,27.50000,-1.70669
53.50000,27.50000,-1.67634
54.50000,27.50000,-2.04401
55.50000,27.50000,-2.24073
56.50000,27.50000,-2.71965
57.50000,27.50000,-2.66993
58.50000,27.50000,-2.57972
59.50000,27.50000,-2.90125
60.50000,27.50000,-2.78839
61.50000,27.50000,-2.80356
62.50000,27.50000,-2.91841
63.50000,27.50000,-2.92434
64.50000,27.50000,-2.76436
65.50000,27.50000,-2.59940
66.50000,27.50000,-2.60467
67.50000,27.50000,-2.16859
68.50000,27.50000,-1.94279
69.50000,27.50000,-1.86310
70.50000,27.50000,-1.64208
71.50000,27.50000,-1.81577
72.50000,27.50000,-1.84836
73.50000,27.50000,-1.59228
74.50000,27.50000,-1.78851
75.50000,27.50000,-1.92479
76.50000,27.50000,-1.83389
77.50000,27.50000,-1.71638
78.50000,27.50000,-1.66167
79.50000,27.50000,-1.83042
80.50000,27.50000,-1.57544
81.50000,27.50000,-1.50325
82.50000,27.50000,-1.45516
83.50000,27.50000,-1.11376
84.50000,27.50000,-0.60569
85.50000,27.50000,-0.56643
86.50000,27.50000,-0.43314
87.50000,27.50000,-0.89881
88.50000,27.50000,-0.58380
89.50000,27.50000,-0.72590
90.50000,27.50000,-0.76911
91.50000,27.50000,-0.41577
92.50000,27.50000,-0.03572
93.50000,27.50000,-0.46829
94.50000,27.50000,0.17934
95.50000,27.50000,0.33675
96.50000,27.50000,0.63118
97.50000,27.50000,0.76951
98.50000,27.50000,0.79699
99.50000,27.50000,1.10410
0.50000,28.50000,0.34483
1.50000,28.50000,0.34255
2.50000,28.50000,0.44746
3.50000,28.50000,0.26835
4.50000,28.50000,0.32224
5.50000,28.50000,0.39057
6.50000,28.50000,0.13063
7.50000,28.50000,0.40086
8.50000,28.50000,-0.09775
9.50000,28.50000,-0.35704
10.50000,28.50000,-0.37063
11.50000,28.50000,-0.20450
12.50000,28.50000,-0.41463
13.50000,28.50000,-0.12532
14.50000,28.50000,-0.45554
15.50000,28.50000,-0.38499
16.50000,28.50000,-0.65931
17.50000,28.50000,-0.64826
18.50000,28.50000,-0.93241
19.50000,28.50000,-0.75871
20.50000,28.50000,-0.81069
21.50000,28.50000,-0.66826
22.50000,28.50000,-0.83561
23.50000,28.50000,-0.83576
24.50000,28.50000,-0.62444
25.50000,28.50000,-0.34586
26.50000,28.50000,-0.37246
27.50000,28.50000,-0.45651
28.50000,28.50000,-0.71439
29.50000,28.50000,-0.60872
30.50000,28.50000,-0.96925
31.50000,28.50000,-0.75938
32.50000,28.50000,-0.86756
33.50000,28.50000,-0.84392
34.50000,28.50000,-0.60739
35.50000,28.50000,-0.46031
36.50000,28.50000,-0.52013
37.50000,28.50000,-0.78675
38.50000,28.50000,-0.75733
39.50000,28.50000,-1.00032
40.50000,28.50000,-1.12677
41.50000,28.50000,-1.19530
42.50000,28.50000,-1.36615
43.50000,28.50000,-1.49128
44.50000,28.50000,-1.90824
45.50000,28.50000,-1.89444
46.50000,28.50000,-2.19751
47.50000,28.50000,-1.98324
48.50000,28.50000,-1.49941
49.50000,28.50000,-1.32436
50.50000,28.50000,-1.29673
51.50000,28.50000,-1.45682
52.50000,28.50000,-1.57303
53.50000,28.50000,-1.60678
54.50000,28.50000,-2.27398
55.50000,28.50000,-2.56764
56.50000,28.50000,-2.63766
57.50000,28.50000,-2.84172
58.50000,28.50000,-3.00364
59.50000,28.50000,-2.97049
60.50000,28.50000,-3.06471
61.50000,28.50000,-2.86473
62.50000,28.50000,-3.02768
63.50000,28.50000,-3.07407
64.50000,28.50000,-3.02510
65.50000,28.50000,-2.72579
66.50000,28.50000,-2.45613
67.50000,28.50000,-2.29000
68.50000,28.50000,-2.03829
69.50000,28.50000,-2.05563
70.50000,28.50000,-1.90072
71.50000,28.50000,-2.21041
72.50000,28.50000,-1.95050
73.50000,28.50000,-1.81752
74.50000,28.50000,-2.03684
75.50000,28.50000,-1.89038
76.50000,28.50000,-1.90440
77.50000,28.50000,-2.02601
78.50000,28.50000,-1.74373
79.50000,28.50000,-1.62136
80.50000,28.50000,-1.75875
81.50000,28.50000,-1.63953
82.50000,28.50000,-1.45651
83.50000,28.50000,-1.14862
84.50000,28.50000,-1.20965
85.50000,28.50000,-0.70163
86.50000,28.50000,-0.45773
87.50000,28.50000,-0.42920
88.50000,28.50000,-0.82222
89.50000,28.50000,-0.90232
90.50000,28.50000,-0.48445
91.50000,28.50000,-0.23195
92.50000,28.50000,-0.11949
93.50000,28.50000,0.12191
94.50000,28.50000,0.33557
95.50000,28.50000,0.46772
96.50000,28.50000,0.77755
97.50000,28.50000,0.78563
98.50000,28.50000,0.84622
99.50000,28.50000,1.04113
0.50000,29.50000,0.52344
1.50000,29.50000,0.57425
2.50000,29.50000,0.67824
3.50000,29.50000,0.75900
4.50000,29.50000,0.48408
5.50000,29.50000,0.17510
6.50000,29.50000,0.30357
7.50000,29.50000,0.08588
8.50000,29.50000,-0.19736
9.50000,29.50000,-0.17873
10.50000,29.50000,-0.44337
11.50000,29.50000,-0.65179
12.50000,29.50000,-0.63211
13.50000,29.50000,-0.68640
14.50000,29.50000,-0.61408
15.50000,29.50000,-0.67165
16.50000,29.50000,-0.63322
17.50000,29.50000,-0.53204
18.50000,29.50000,-0.44523
19.50000,29.50000,-0.58111
20.50000,29.50000,-0.63363
21.50000,29.50000,-0.52892
22.50000,29.50000,-0.33072
23.50000,29.50000,-0.71410
24.50000,29.50000,-0.67900
25.50000,29.50000,-0.51319
26.50000,29.50000,-0.57585
27.50000,29.50000,-0.54510
28.50000,29.50000,-0.77660
29.50000,29.50000,-0.99540
30.50000,29.50000,-1.16481
31.50000,29.50000,-1.06929
32.50000,29.50000,-0.75107
33.50000,29.50000,-0.84815
34.50000,29.50000,-0.95094
35.50000,29.50000,-0.83316
36.50000,29.50000,-0.85283
37.50000,29.50000,-1.18878
38.50000,29.50000,-1.01572
39.50000,29.50000,-1.17785
40.50000,29.50000,-1.29671
41.50000,29.50000,-1.39227
42.50000,29.50000,-1.21439
43.50000,29.50000,-1.63638
44.50000,29.50000,-1.86940
45.50000,29.50000,-1.80786
46.50000,29.50000,-1.49192
47.50000,29.50000,-1.71094
48.50000,29.50000,-1.77593
49.50000,29.50000,-1.83833
50.50000,29.50000,-1.79443
51.50000,29.50000,-1.75335
52.50000,29.50000,-1.56628
53.50000,29.50000,-1.77089
54.50000,29.50000,-1.96798
55.50000,29.50000,-2.19160
56.50000,29.50000,-2.58011
57.50000,29.50000,-2.63306
58.50000,29.50000,-2.70020
59.50000,29.50000,-3.06326
60.50000,29.50000,-2.96743
61.50000,29.50000,-3.21691
62.50000,29.50000,-3.27281
63.50000,29.50000,-2.88800
64.50000,29.50000,-3.01650
65.50000,29.50000,-2.68312
66.50000,29.50000,-2.52968
67.50000,29.50000,-2.39962
68.50000,29.50000,-2.25170
