X,Y,Z,Primary,Secondary
12.50000,24.50000,0.50000,-0.54098,-0.28663
13.50000,24.50000,0.50000,-0.58020,-0.32347
14.50000,24.50000,0.50000,-0.81599,-0.34372
15.50000,24.50000,0.50000,-0.79198,-0.59289
16.50000,24.50000,0.50000,-1.12565,-0.48908
17.50000,24.50000,0.50000,-0.63681,-0.45710
18.50000,24.50000,0.50000,-0.90178,-0.66759
19.50000,24.50000,0.50000,-0.34039,-0.58929
20.50000,24.50000,0.50000,-0.07482,-0.50365
21.50000,24.50000,0.50000,-0.31210,-0.71118
22.50000,24.50000,0.50000,0.41695,-0.26157
23.50000,24.50000,0.50000,0.28109,-0.16892
24.50000,24.50000,0.50000,0.49041,-0.27842
25.50000,24.50000,0.50000,0.37628,-0.33362
26.50000,24.50000,0.50000,0.57099,-0.18759
27.50000,24.50000,0.50000,0.69282,-0.24361
28.50000,24.50000,0.50000,0.77953,-0.07602
29.50000,24.50000,0.50000,0.93904,-0.13678
30.50000,24.50000,0.50000,1.28391,0.22794
31.50000,24.50000,0.50000,0.74761,-0.02923
32.50000,24.50000,0.50000,0.66405,-0.36527
33.50000,24.50000,0.50000,0.59240,-0.33953
34.50000,24.50000,0.50000,0.60816,-0.11589
35.50000,24.50000,0.50000,0.34313,-0.31643
36.50000,24.50000,0.50000,0.40177,-0.37073
37.50000,24.50000,0.50000,0.49154,-0.59272
38.50000,24.50000,0.50000,0.56536,-0.77137
39.50000,24.50000,0.50000,0.08358,-1.17065
40.50000,24.50000,0.50000,-0.28406,-1.52540
41.50000,24.50000,0.50000,-0.48642,-1.58708
42.50000,24.50000,0.50000,-0.74053,-1.68313
43.50000,24.50000,0.50000,-1.52697,-1.96767
44.50000,24.50000,0.50000,-1.97902,-2.06423
45.50000,24.50000,0.50000,-1.88528,-2.19767
46.50000,24.50000,0.50000,-2.08396,-2.44714
47.50000,24.50000,0.50000,-2.13251,-2.32374
48.50000,24.50000,0.50000,-2.11882,-2.36745
49.50000,24.50000,0.50000,-2.19344,-2.60936
50.50000,24.50000,0.50000,-1.63807,-2.31187
51.50000,24.50000,0.50000,-1.24662,-2.02494
52.50000,24.50000,0.50000,-1.14816,-2.01526
53.50000,24.50000,0.50000,-1.10487,-1.82256
54.50000,24.50000,0.50000,-1.01855,-1.88278
55.50000,24.50000,0.50000,-1.35828,-1.91575
56.50000,24.50000,0.50000,-1.22611,-1.94082
57.50000,24.50000,0.50000,-1.22118,-2.00290
58.50000,24.50000,0.50000,-1.36679,-2.16044
59.50000,24.50000,0.50000,-1.82282,-2.40764
60.50000,24.50000,0.50000,-1.97172,-2.56241
61.50000,24.50000,0.50000,-2.21379,-2.60793
62.50000,24.50000,0.50000,-2.71654,-2.97233
63.50000,24.50000,0.50000,-2.55392,-2.57358
64.50000,24.50000,0.50000,-2.50257,-2.34703
65.50000,24.50000,0.50000,-2.36704,-2.05603
66.50000,24.50000,0.50000,-2.21689,-1.86765
67.50000,24.50000,0.50000,-1.80302,-1.44972
68.50000,24.50000,0.50000,-2.10638,-1.53531
69.50000,24.50000,0.50000,-2.27047,-1.68486
70.50000,24.50000,0.50000,-2.62322,-1.92424
71.50000,24.50000,0.50000,-2.50795,-1.64444
72.50000,24.50000,0.50000,-2.46796,-1.58398
73.50000,24.50000,0.50000,-2.40095,-1.54673
74.50000,24.50000,0.50000,-2.06290,-1.22579
75.50000,24.50000,0.50000,-1.81668,-1.03973
76.50000,24.50000,0.50000,-1.89081,-0.87447
77.50000,24.50000,0.50000,-2.15878,-1.04300
78.50000,24.50000,0.50000,-1.93112,-0.91723
79.50000,24.50000,0.50000,-2.01417,-1.01425
80.50000,24.50000,0.50000,-2.15315,-1.04157
81.50000,24.50000,0.50000,-2.07447,-0.94420
82.50000,24.50000,0.50000,-2.03269,-1.07855
83.50000,24.50000,0.50000,-2.12032,-1.04920
84.50000,24.50000,0.50000,-2.81158,-1.21931
85.50000,24.50000,0.50000,-2.84641,-0.96461
86.50000,24.50000,0.50000,-2.33513,-0.70003
87.50000,24.50000,0.50000,-1.98718,-0.49465
88.50000,24.50000,0.50000,-1.57758,-0.05739
89.50000,24.50000,0.50000,-1.42894,0.03010
90.50000,24.50000,0.50000,-1.45656,-0.12304
91.50000,24.50000,0.50000,-1.48384,0.02261
92.50000,24.50000,0.50000,-1.27938,0.45525
93.50000,24.50000,0.50000,-0.96250,0.47803
94.50000,24.50000,0.50000,-0.48252,0.80027
95.50000,24.50000,0.50000,-0.35967,1.01936
96.50000,24.50000,0.50000,-0.18854,1.24900
97.50000,24.50000,0.50000,-0.07268,1.36047
98.50000,24.50000,0.50000,0.29337,1.42764
99.50000,24.50000,0.50000,0.61399,1.32463
0.50000,25.50000,0.50000,0.03813,-0.19456
1.50000,25.50000,0.50000,-0.38011,-0.32014
2.50000,25.50000,0.50000,-0.30028,-0.34521
3.50000,25.50000,0.50000,-0.08748,0.04992
4.50000,25.50000,0.50000,-0.24869,-0.24664
5.50000,25.50000,0.50000,-0.15123,-0.15631
6.50000,25.50000,0.50000,-0.48288,-0.22734
7.50000,25.50000,0.50000,-0.48636,-0.40736
8.50000,25.50000,0.50000,-0.65837,-0.30251
9.50000,25.50000,0.50000,-0.17710,-0.01614
10.50000,25.50000,0.50000,-0.32425,0.16856
11.50000,25.50000,0.50000,-0.50450,-0.21648
12.50000,25.50000,0.50000,-0.73435,-0.29348
13.50000,25.50000,0.50000,-0.75115,-0.27221
14.50000,25.50000,0.50000,-0.52614,-0.18279
15.50000,25.50000,0.50000,-1.04579,-0.40560
16.50000,25.50000,0.50000,-0.78090,-0.52640
17.50000,25.50000,0.50000,-0.60338,-0.65622
18.50000,25.50000,0.50000,-0.67117,-0.67517
19.50000,25.50000,0.50000,-0.78747,-0.73305
20.50000,25.50000,0.50000,-0.42527,-0.55795
21.50000,25.50000,0.50000,-0.49747,-0.82749
22.50000,25.50000,0.50000,-0.18585,-0.47884
23.50000,25.50000,0.50000,0.20417,-0.36522
24.50000,25.50000,0.50000,0.04035,-0.61040
25.50000,25.50000,0.50000,0.08062,-0.62008
26.50000,25.50000,0.50000,0.00293,-0.43415
27.50000,25.50000,0.50000,0.40391,-0.38742
28.50000,25.50000,0.50000,0.45069,-0.47767
29.50000,25.50000,0.50000,0.51290,-0.64531
30.50000,25.50000,0.50000,0.79056,-0.40207
31.50000,25.50000,0.50000,1.00931,-0.07282
32.50000,25.50000,0.50000,1.06731,-0.11369
33.50000,25.50000,0.50000,0.62433,-0.49201
34.50000,25.50000,0.50000,0.67727,-0.27980
35.50000,25.50000,0.50000,0.42679,-0.30779
36.50000,25.50000,0.50000,0.12879,-0.57496
37.50000,25.50000,0.50000,0.22373,-0.73081
38.50000,25.50000,0.50000,0.27311,-0.64157
39.50000,25.50000,0.50000,-0.20298,-1.03379
40.50000,25.50000,0.50000,-0.76224,-1.51965
41.50000,25.50000,0.50000,-0.77147,-1.61776
42.50000,25.50000,0.50000,-0.73791,-1.57696
43.50000,25.50000,0.50000,-0.76683,-1.64083
44.50000,25.50000,0.50000,-1.34145,-2.05985
45.50000,25.50000,0.50000,-1.39542,-1.97294
46.50000,25.50000,0.50000,-1.86080,-2.10347
47.50000,25.50000,0.50000,-2.06211,-2.13097
48.50000,25.50000,0.50000,-2.00547,-2.44636
49.50000,25.50000,0.50000,-2.44380,-2.60175
50.50000,25.50000,0.50000,-2.51977,-2.56418
51.50000,25.50000,0.50000,-1.76134,-2.12518
52.50000,25.50000,0.50000,-1.15496,-1.78651
53.50000,25.50000,0.50000,-1.40296,-1.67837
54.50000,25.50000,0.50000,-1.33339,-1.82388
55.50000,25.50000,0.50000,-1.77812,-2.26928
56.50000,25.50000,0.50000,-1.40569,-2.29826
57.50000,25.50000,0.50000,-1.53667,-2.46163
58.50000,25.50000,0.50000,-2.03529,-2.51457
59.50000,25.50000,0.50000,-2.25391,-2.82066
60.50000,25.50000,0.50000,-2.38718,-3.10453
61.50000,25.50000,0.50000,-2.25431,-2.87779
62.50000,25.50000,0.50000,-2.56699,-2.80174
63.50000,25.50000,0.50000,-2.91489,-2.63077
64.50000,25.50000,0.50000,-3.15060,-2.70932
65.50000,25.50000,0.50000,-2.74546,-2.20765
66.50000,25.50000,0.50000,-2.65869,-1.99781
67.50000,25.50000,0.50000,-2.38484,-1.93087
68.50000,25.50000,0.50000,-2.75055,-2.04314
69.50000,25.50000,0.50000,-2.80588,-2.27059
70.50000,25.50000,0.50000,-2.68721,-2.12536
71.50000,25.50000,0.50000,-2.82952,-2.23269
72.50000,25.50000,0.50000,-2.83765,-1.96088
73.50000,25.50000,0.50000,-2.27544,-1.46224
74.50000,25.50000,0.50000,-2.06659,-1.15380
75.50000,25.50000,0.50000,-1.89305,-1.00804
76.50000,25.50000,0.50000,-1.35046,-0.69191
77.50000,25.50000,0.50000,-1.56972,-0.97176
78.50000,25.50000,0.50000,-1.54347,-0.61040
79.50000,25.50000,0.50000,-1.38188,-0.70737
80.50000,25.50000,0.50000,-1.55359,-0.83494
81.50000,25.50000,0.50000,-1.86732,-0.96544
82.50000,25.50000,0.50000,-2.07450,-1.10893
83.50000,25.50000,0.50000,-2.52405,-1.31164
84.50000,25.50000,0.50000,-2.41374,-1.05440
85.50000,25.50000,0.50000,-2.20128,-0.79706
86.50000,25.50000,0.50000,-2.18396,-0.56044
87.50000,25.50000,0.50000,-2.07342,-0.31550
88.50000,25.50000,0.50000,-2.15867,-0.40307
89.50000,25.50000,0.50000,-1.97775,-0.14138
90.50000,25.50000,0.50000,-1.61405,0.10189
91.50000,25.50000,0.50000,-1.66329,0.15883
92.50000,25.50000,0.50000,-1.66708,0.13601
93.50000,25.50000,0.50000,-1.32220,0.17371
94.50000,25.50000,0.50000,-0.63589,0.47560
95.50000,25.50000,0.50000,-0.65493,0.85374
96.50000,25.50000,0.50000,-0.51652,0.98859
97.50000,25.50000,0.50000,-0.34164,0.89775
98.50000,25.50000,0.50000,0.23145,1.04466
99.50000,25.50000,0.50000,0.38007,1.26582
0.50000,26.50000,0.50000,0.29963,0.23144
1.50000,26.50000,0.50000,0.14196,-0.05909
2.50000,26.50000,0.50000,0.06786,0.08227
3.50000,26.50000,0.50000,0.35174,0.11762
4.50000,26.50000,0.50000,0.33406,0.21500
5.50000,26.50000,0.50000,-0.14436,0.06161
6.50000,26.50000,0.50000,-0.16158,0.09382
7.50000,26.50000,0.50000,-0.31776,0.02035
8.50000,26.50000,0.50000,-0.68263,-0.18935
9.50000,26.50000,0.50000,-0.64927,-0.12815
10.50000,26.50000,0.50000,-0.85812,-0.08742
11.50000,26.50000,0.50000,-1.05275,-0.16769
12.50000,26.50000,0.50000,-0.45682,0.01841
13.50000,26.50000,0.50000,-0.71234,-0.23967
14.50000,26.50000,0.50000,-0.49646,-0.34889
15.50000,26.50000,0.50000,-0.57782,-0.41776
16.50000,26.50000,0.50000,-0.76762,-0.57054
17.50000,26.50000,0.50000,-0.71422,-0.79744
18.50000,26.50000,0.50000,-0.55794,-0.65191
19.50000,26.50000,0.50000,-0.80129,-0.68661
20.50000,26.50000,0.50000,-0.22429,-0.67707
21.50000,26.50000,0.50000,-0.04627,-0.69970
22.50000,26.50000,0.50000,0.18665,-0.72838
23.50000,26.50000,0.50000,0.16255,-0.63833
24.50000,26.50000,0.50000,0.18477,-0.65845
25.50000,26.50000,0.50000,0.22669,-0.84640
26.50000,26.50000,0.50000,-0.21076,-0.65256
27.50000,26.50000,0.50000,0.00444,-0.58797
28.50000,26.50000,0.50000,0.17307,-0.44780
29.50000,26.50000,0.50000,-0.00500,-0.69201
30.50000,26.50000,0.50000,0.12047,-0.53086
31.50000,26.50000,0.50000,0.22434,-0.53370
32.50000,26.50000,0.50000,0.31366,-0.41383
33.50000,26.50000,0.50000,0.32703,-0.57287
34.50000,26.50000,0.50000,0.48020,-0.37222
35.50000,26.50000,0.50000,0.62604,-0.31932
36.50000,26.50000,0.50000,0.55194,-0.47714
37.50000,26.50000,0.50000,0.26265,-0.57467
38.50000,26.50000,0.50000,0.22342,-0.72264
39.50000,26.50000,0.50000,-0.26611,-1.12929
40.50000,26.50000,0.50000,-0.62462,-1.33505
41.50000,26.50000,0.50000,-0.98387,-1.53821
42.50000,26.50000,0.50000,-1.11269,-1.41159
43.50000,26.50000,0.50000,-1.34550,-1.61833
44.50000,26.50000,0.50000,-1.25815,-1.51601
45.50000,26.50000,0.50000,-1.98561,-2.03634
46.50000,26.50000,0.50000,-1.78169,-1.93114
47.50000,26.50000,0.50000,-1.52696,-1.98137
48.50000,26.50000,0.50000,-1.79455,-2.05716
49.50000,26.50000,0.50000,-1.98983,-2.08098
50.50000,26.50000,0.50000,-2.10573,-2.13679
51.50000,26.50000,0.50000,-1.75126,-1.85577
52.50000,26.50000,0.50000,-1.66860,-1.74890
53.50000,26.50000,0.50000,-1.63467,-1.66577
54.50000,26.50000,0.50000,-1.66385,-1.88496
55.50000,26.50000,0.50000,-2.05112,-2.18736
56.50000,26.50000,0.50000,-2.38344,-2.54855
57.50000,26.50000,0.50000,-2.90808,-2.62331
58.50000,26.50000,0.50000,-2.34229,-2.45548
59.50000,26.50000,0.50000,-2.41057,-2.64775
60.50000,26.50000,0.50000,-2.85213,-2.89793
61.50000,26.50000,0.50000,-3.40252,-2.87940
62.50000,26.50000,0.50000,-3.59381,-3.12225
63.50000,26.50000,0.50000,-2.91291,-2.65660
64.50000,26.50000,0.50000,-3.02328,-2.48723
65.50000,26.50000,0.50000,-2.95806,-2.30962
66.50000,26.50000,0.50000,-2.77759,-2.36508
67.50000,26.50000,0.50000,-2.88719,-2.31302
68.50000,26.50000,0.50000,-2.85457,-2.25534
69.50000,26.50000,0.50000,-2.54758,-2.09968
70.50000,26.50000,0.50000,-2.26041,-1.89625
71.50000,26.50000,0.50000,-2.62960,-1.92974
72.50000,26.50000,0.50000,-2.40589,-1.84667
73.50000,26.50000,0.50000,-2.06878,-1.60373
74.50000,26.50000,0.50000,-2.46816,-1.55681
75.50000,26.50000,0.50000,-2.33823,-1.33053
76.50000,26.50000,0.50000,-2.51387,-1.60263
77.50000,26.50000,0.50000,-1.86445,-1.17545
78.50000,26.50000,0.50000,-1.73685,-1.18216
79.50000,26.50000,0.50000,-1.65478,-0.99332
80.50000,26.50000,0.50000,-1.76306,-1.03641
81.50000,26.50000,0.50000,-1.96280,-1.18485
82.50000,26.50000,0.50000,-1.96221,-0.86278
83.50000,26.50000,0.50000,-1.86447,-0.82711
84.50000,26.50000,0.50000,-1.87510,-0.89184
85.50000,26.50000,0.50000,-1.94256,-0.83033
86.50000,26.50000,0.50000,-1.90327,-0.58699
87.50000,26.50000,0.50000,-2.01404,-0.61178
88.50000,26.50000,0.50000,-1.98875,-0.54424
89.50000,26.50000,0.50000,-2.06433,-0.43534
90.50000,26.50000,0.50000,-1.77955,-0.18756
91.50000,26.50000,0.50000,-1.93016,-0.25274
92.50000,26.50000,0.50000,-1.63301,-0.29384
93.50000,26.50000,0.50000,-1.06822,0.10123
94.50000,26.50000,0.50000,-0.75397,0.38817
95.50000,26.50000,0.50000,-0.81376,0.51429
96.50000,26.50000,0.50000,-0.27441,0.92022
97.50000,26.50000,0.50000,-0.06067,1.06503
98.50000,26.50000,0.50000,-0.01232,0.98772
99.50000,26.50000,0.50000,-0.18696,0.77160
0.50000,27.50000,0.50000,-0.41901,0.25949
1.50000,27.50000,0.50000,-0.00330,0.22722
2.50000,27.50000,0.50000,0.02930,0.21438
3.50000,27.50000,0.50000,0.09523,0.33129
4.50000,27.50000,0.50000,-0.11660,0.01313
5.50000,27.50000,0.50000,-0.40443,-0.17320
6.50000,27.50000,0.50000,-0.81433,-0.07838
7.50000,27.50000,0.50000,-0.90035,-0.16869
8.50000,27.50000,0.50000,-1.02703,-0.37694
9.50000,27.50000,0.50000,-0.97117,-0.31386
10.50000,27.50000,0.50000,-1.41666,-0.60192
11.50000,27.50000,0.50000,-0.97098,-0.46972
12.50000,27.50000,0.50000,-0.98580,-0.25230
13.50000,27.50000,0.50000,-0.62447,-0.23698
14.50000,27.50000,0.50000,-1.05016,-0.29955
15.50000,27.50000,0.50000,-0.62420,-0.19719
16.50000,27.50000,0.50000,-0.60128,-0.32697
17.50000,27.50000,0.50000,-1.04910,-0.64529
18.50000,27.50000,0.50000,-0.49784,-0.40747
19.50000,27.50000,0.50000,-0.25344,-0.39358
20.50000,27.50000,0.50000,-0.43221,-0.73343
21.50000,27.50000,0.50000,-0.31971,-1.05509
22.50000,27.50000,0.50000,-0.29287,-0.86290
23.50000,27.50000,0.50000,-0.01827,-0.60073
24.50000,27.50000,0.50000,-0.03243,-0.47318
25.50000,27.50000,0.50000,0.25001,-0.39913
26.50000,27.50000,0.50000,0.09620,-0.48655
27.50000,27.50000,0.50000,0.13922,-0.28221
28.50000,27.50000,0.50000,0.03988,-0.50909
29.50000,27.50000,0.50000,-0.55156,-0.68633
30.50000,27.50000,0.50000,-0.43562,-0.85518
31.50000,27.50000,0.50000,-0.10648,-0.91055
32.50000,27.50000,0.50000,0.11656,-0.72635
33.50000,27.50000,0.50000,0.10488,-0.68124
34.50000,27.50000,0.50000,0.14836,-0.56648
35.50000,27.50000,0.50000,0.19208,-0.36276
36.50000,27.50000,0.50000,0.52224,-0.25799
37.50000,27.50000,0.50000,0.76053,-0.25589
38.50000,27.50000,0.50000,0.60249,-0.51742
39.50000,27.50000,0.50000,0.34702,-0.49707
40.50000,27.50000,0.50000,-0.12339,-0.77979
41.50000,27.50000,0.50000,-0.59652,-1.15079
42.50000,27.50000,0.50000,-1.46332,-1.59307
43.50000,27.50000,0.50000,-1.83672,-2.20589
44.50000,27.50000,0.50000,-1.86404,-2.01745
45.50000,27.50000,0.50000,-1.76728,-1.97623
46.50000,27.50000,0.50000,-1.99235,-1.87261
47.50000,27.50000,0.50000,-1.66505,-1.81834
48.50000,27.50000,0.50000,-1.77399,-1.77118
49.50000,27.50000,0.50000,-1.94096,-1.87285
50.50000,27.50000,0.50000,-1.63092,-1.62045
51.50000,27.50000,0.50000,-1.38768,-1.57511
52.50000,27.50000,0.50000,-1.62645,-1.70669
53.50000,27.50000,0.50000,-1.76684,-1.67634
54.50000,27.50000,0.50000,-2.18542,-2.04401
55.50000,27.50000,0.50000,-2.52085,-2.24073
56.50000,27.50000,0.50000,-3.24120,-2.71965
57.50000,27.50000,0.50000,-3.06677,-2.66993
58.50000,27.50000,0.50000,-3.04230,-2.57972
59.50000,27.50000,0.50000,-2.86671,-2.90125
60.50000,27.50000,0.50000,-2.81534,-2.78839
61.50000,27.50000,0.50000,-3.22205,-2.80356
62.50000,27.50000,0.50000,-3.42839,-2.91841
63.50000,27.50000,0.50000,-3.57005,-2.92434
64.50000,27.50000,0.50000,-3.38025,-2.76436
65.50000,27.50000,0.50000,-3.04665,-2.59940
66.50000,27.50000,0.50000,-2.86145,-2.60467
67.50000,27.50000,0.50000,-2.80981,-2.16859
68.50000,27.50000,0.50000,-2.60176,-1.94279
69.50000,27.50000,0.50000,-1.83494,-1.86310
70.50000,27.50000,0.50000,-1.56437,-1.64208
71.50000,27.50000,0.50000,-1.87521,-1.81577
72.50000,27.50000,0.50000,-1.88230,-1.84836
73.50000,27.50000,0.50000,-1.81263,-1.59228
74.50000,27.50000,0.50000,-2.14299,-1.78851
75.50000,27.50000,0.50000,-2.28946,-1.92479
76.50000,27.50000,0.50000,-2.31207,-1.83389
77.50000,27.50000,0.50000,-2.07182,-1.71638
78.50000,27.50000,0.50000,-1.91214,-1.66167
79.50000,27.50000,0.50000,-2.29977,-1.83042
80.50000,27.50000,0.50000,-2.10731,-1.57544
81.50000,27.50000,0.50000,-2.39646,-1.50325
82.50000,27.50000,0.50000,-2.25107,-1.45516
83.50000,27.50000,0.50000,-1.90668,-1.11376
84.50000,27.50000,0.50000,-1.40901,-0.60569
85.50000,27.50000,0.50000,-1.55604,-0.56643
86.50000,27.50000,0.50000,-1.28268,-0.43314
87.50000,27.50000,0.50000,-1.63053,-0.89881
88.50000,27.50000,0.50000,-1.57644,-0.58380
89.50000,27.50000,0.50000,-1.69531,-0.72590
90.50000,27.50000,0.50000,-2.15322,-0.76911
91.50000,27.50000,0.50000,-1.50996,-0.41577
92.50000,27.50000,0.50000,-1.10577,-0.03572
93.50000,27.50000,0.50000,-1.56852,-0.46829
94.50000,27.50000,0.50000,-0.94018,0.17934
95.50000,27.50000,0.50000,-0.71459,0.33675
96.50000,27.50000,0.50000,-0.38348,0.63118
97.50000,27.50000,0.50000,-0.13645,0.76951
98.50000,27.50000,0.50000,-0.23422,0.79699
99.50000,27.50000,0.50000,0.17624,1.10410
0.50000,28.50000,0.50000,-0.30878,0.34483
1.50000,28.50000,0.50000,-0.49400,0.34255
2.50000,28.50000,0.50000,-0.13046,0.44746
3.50000,28.50000,0.50000,-0.23930,0.26835
4.50000,28.50000,0.50000,-0.17181,0.32224
5.50000,28.50000,0.50000,-0.01593,0.39057
6.50000,28.50000,0.50000,-0.21499,0.13063
7.50000,28.50000,0.50000,-0.00143,0.40086
8.50000,28.50000,0.50000,-0.57061,-0.09775
9.50000,28.50000,0.50000,-0.99155,-0.35704
10.50000,28.50000,0.50000,-1.12189,-0.37063
11.50000,28.50000,0.50000,-1.22344,-0.20450
12.50000,28.50000,0.50000,-1.43904,-0.41463
13.50000,28.50000,0.50000,-0.50373,-0.12532
14.50000,28.50000,0.50000,-0.93750,-0.45554
15.50000,28.50000,0.50000,-0.56819,-0.38499
16.50000,28.50000,0.50000,-0.71320,-0.65931
17.50000,28.50000,0.50000,-0.99852,-0.64826
18.50000,28.50000,0.50000,-0.97409,-0.93241
19.50000,28.50000,0.50000,-0.86807,-0.75871
20.50000,28.50000,0.50000,-0.82054,-0.81069
21.50000,28.50000,0.50000,-0.43191,-0.66826
22.50000,28.50000,0.50000,-0.22967,-0.83561
23.50000,28.50000,0.50000,-0.40848,-0.83576
24.50000,28.50000,0.50000,-0.09484,-0.62444
25.50000,28.50000,0.50000,0.05630,-0.34586
26.50000,28.50000,0.50000,-0.02147,-0.37246
27.50000,28.50000,0.50000,0.10678,-0.45651
28.50000,28.50000,0.50000,-0.55872,-0.71439
29.50000,28.50000,0.50000,-0.59544,-0.60872
30.50000,28.50000,0.50000,-0.80976,-0.96925
31.50000,28.50000,0.50000,-0.24847,-0.75938
32.50000,28.50000,0.50000,-0.19787,-0.86756
33.50000,28.50000,0.50000,0.23423,-0.84392
34.50000,28.50000,0.50000,0.51825,-0.60739
35.50000,28.50000,0.50000,0.52989,-0.46031
36.50000,28.50000,0.50000,0.08430,-0.52013
37.50000,28.50000,0.50000,0.00477,-0.78675
38.50000,28.50000,0.50000,-0.14851,-0.75733
39.50000,28.50000,0.50000,-0.50894,-1.00032
40.50000,28.50000,0.50000,-0.48280,-1.12677
41.50000,28.50000,0.50000,-0.61520,-1.19530
42.50000,28.50000,0.50000,-0.92690,-1.36615
43.50000,28.50000,0.50000,-1.16310,-1.49128
44.50000,28.50000,0.50000,-1.90050,-1.90824
45.50000,28.50000,0.50000,-2.09824,-1.89444
46.50000,28.50000,0.50000,-2.28579,-2.19751
47.50000,28.50000,0.50000,-2.10530,-1.98324
48.50000,28.50000,0.50000,-1.63756,-1.49941
49.50000,28.50000,0.50000,-1.71049,-1.32436
50.50000,28.50000,0.50000,-1.69529,-1.29673
51.50000,28.50000,0.50000,-1.81361,-1.45682
52.50000,28.50000,0.50000,-1.86083,-1.57303
53.50000,28.50000,0.50000,-1.87023,-1.60678
54.50000,28.50000,0.50000,-2.78306,-2.27398
55.50000,28.50000,0.50000,-3.36137,-2.56764
56.50000,28.50000,0.50000,-3.32832,-2.63766
57.50000,28.50000,0.50000,-3.54243,-2.84172
58.50000,28.50000,0.50000,-3.21633,-3.00364
59.50000,28.50000,0.50000,-3.00484,-2.97049
60.50000,28.50000,0.50000,-3.39734,-3.06471
61.50000,28.50000,0.50000,-3.09036,-2.86473
62.50000,28.50000,0.50000,-3.09472,-3.02768
63.50000,28.50000,0.50000,-3.18417,-3.07407
64.50000,28.50000,0.50000,-3.54426,-3.02510
65.50000,28.50000,0.50000,-3.16023,-2.72579
66.50000,28.50000,0.50000,-2.93556,-2.45613
67.50000,28.50000,0.50000,-2.70961,-2.29000
68.50000,28.50000,0.50000,-2.22780,-2.03829
69.50000,28.50000,0.50000,-1.89329,-2.05563
70.50000,28.50000,0.50000,-1.81024,-1.90072
71.50000,28.50000,0.50000,-1.89365,-2.21041
72.50000,28.50000,0.50000,-1.67734,-1.95050
73.50000,28.50000,0.50000,-1.58455,-1.81752
74.50000,28.50000,0.50000,-1.72905,-2.03684
75.50000,28.50000,0.50000,-1.64157,-1.89038
76.50000,28.50000,0.50000,-1.94425,-1.90440
77.50000,28.50000,0.50000,-1.93705,-2.02601
78.50000,28.50000,0.50000,-1.42237,-1.74373
79.50000,28.50000,0.50000,-1.37688,-1.62136
80.50000,28.50000,0.50000,-1.74837,-1.75875
81.50000,28.50000,0.50000,-1.73192,-1.63953
82.50000,28.50000,0.50000,-1.33292,-1.45651
83.50000,28.50000,0.50000,-0.99714,-1.14862
84.50000,28.50000,0.50000,-1.23931,-1.20965
85.50000,28.50000,0.50000,-0.86011,-0.70163
86.50000,28.50000,0.50000,-0.57534,-0.45773
87.50000,28.50000,0.50000,-0.75643,-0.42920
88.50000,28.50000,0.50000,-1.28974,-0.82222
89.50000,28.50000,0.50000,-1.57931,-0.90232
90.50000,28.50000,0.50000,-0.98870,-0.48445
91.50000,28.50000,0.50000,-0.91657,-0.23195
92.50000,28.50000,0.50000,-1.05777,-0.11949
93.50000,28.50000,0.50000,-0.85403,0.12191
94.50000,28.50000,0.50000,-0.57762,0.33557
95.50000,28.50000,0.50000,-0.20698,0.46772
96.50000,28.50000,0.50000,-0.14442,0.77755
97.50000,28.50000,0.50000,0.23006,0.78563
98.50000,28.50000,0.50000,-0.02035,0.84622
99.50000,28.50000,0.50000,0.33772,1.04113
0.50000,29.50000,0.50000,-0.37909,0.52344
1.50000,29.50000,0.50000,-0.20472,0.57425
2.50000,29.50000,0.50000,0.09594,0.67824
3.50000,29.50000,0.50000,0.25826,0.75900
4.50000,29.50000,0.50000,0.33459,0.48408
5.50000,29.50000,0.50000,0.34799,0.17510
6.50000,29.50000,0.50000,0.07463,0.30357
7.50000,29.50000,0.50000,-0.04591,0.08588
8.50000,29.50000,0.50000,-0.79457,-0.19736
9.50000,29.50000,0.50000,-0.63175,-0.17873
10.50000,29.50000,0.50000,-0.85613,-0.44337
11.50000,29.50000,0.50000,-0.96867,-0.65179
12.50000,29.50000,0.50000,-1.02669,-0.63211
13.50000,29.50000,0.50000,-1.10537,-0.68640
14.50000,29.50000,0.50000,-0.97735,-0.61408
15.50000,29.50000,0.50000,-0.51464,-0.67165
16.50000,29.50000,0.50000,-0.71217,-0.63322
17.50000,29.50000,0.50000,-0.53321,-0.53204
18.50000,29.50000,0.50000,-0.45434,-0.44523
19.50000,29.50000,0.50000,-0.62909,-0.58111
20.50000,29.50000,0.50000,-0.64170,-0.63363
21.50000,29.50000,0.50000,-0.56297,-0.52892
22.50000,29.50000,0.50000,-0.38802,-0.33072
23.50000,29.50000,0.50000,-0.47112,-0.71410
24.50000,29.50000,0.50000,-0.18577,-0.67900
25.50000,29.50000,0.50000,-0.31881,-0.51319
26.50000,29.50000,0.50000,-0.22375,-0.57585
27.50000,29.50000,0.50000,-0.45989,-0.54510
28.50000,29.50000,0.50000,-0.47418,-0.77660
29.50000,29.50000,0.50000,-0.66614,-0.99540
30.50000,29.50000,0.50000,-0.61316,-1.16481
31.50000,29.50000,0.50000,-0.31870,-1.06929
32.50000,29.50000,0.50000,-0.13110,-0.75107
33.50000,29.50000,0.50000,0.08726,-0.84815
34.50000,29.50000,0.50000,0.12086,-0.95094
